ID,Author,Comment
6033,@LIBITUM0,Un desastre los que votaron estos personajes...en definitiva son ellos los que tienen la culpa... Nunca vi tanta corrupción en mis 57 años..
6034,@gonzalosilva2225,Esto tiene que recorrer el mundo
6035,@victoriaacevedo8134,"Cuando proteges a los lobos ,sacrificas a las ovejas.Una vergüenza este caradura al Comcar ,se sabía el señor se va a la chacra en Florida"
6036,@fernandotexeira7817,Y Sr Z como está la novela gubernamental al parecer los principales protagonistas están cayendo a pero no sé froten las manos que no termina y no se enojen si los malos terminan protegidos y el pueblo esperando justicia saludos
6037,@ivanzapee4541,"Ya los van a hacer princesas en la cárcel a estos, no duras ni un minuto solo en en concar penades"
6038,@ml2082,Y siguen apareciendo  delincuentes...  ¿Corrupción? Naaa️
6039,@marisapastrana8714,Y siguen agregando intelecto
6040,@AmazingStuff-ot9fr,Si le cree al amigo xq es amigo entonces hay amiguismo?
6041,@paulsotelo,"Luis tendria que renunciar y escudarse diciendo,trate de buscar gente que piense con el corazon y que le ponga intelecto jajajajaja que vergüenza todo el gobierno este,seguimos siendo tercermundistas porque los politicos no se toman las cosas enserio y en este gobierno es mas claro echale agua,solo oiensan en llenarse los bolsillos"
6042,@lucianolopez3073,"Igual me preocupa los hombres que levantan niñas en las avenidas, hay un informe de Unicef y acá en uruguay no hacen nada."
6043,@sergiobirriel1040,Por fin y si ya no se podia tapar mas mucha gente :victimas cuantas pruebas mas son todos malos ellos son buenos tas loco en breve sale delgado diciendo que es culpa del frente o del antel arena jajja fuerza a las victimas y que se pudra en la carcel por chancho que triste pobres los niños loq tuviern que pasar ya les queda poco a estos
6044,@graciasweb,información y justicia (aunque es sólo una noción esto último...)
6045,@Inteligencia-Humana,"Y Heber, qué decir: Penadés es tu amigo cercano? Ahora desconfío que vos tengas historias ocultas tan oscuras como la del degenerado de tu amiguito."
6046,@silviamendez4991,De que se van a DISFRAZAR ahora!!! ZIN PALABRAS!!!
6047,@ZaloUy,¿Y los amigos que dicen ahora?
6048,@LIBITUM0,MUY BIEN LA FISCAL!!
6049,@fernandadelfino8401,Es terrible!!! Y solo 180 días preso a estos degenerados???? Y capaz que robas una manzana y vas preso años o si la robas de un árbol en un predio te pueden matar (justificados por la LUC).... QUE TRISTE QUE PARA LA JUSTICIA HSYA HIJOS Y ENTRENADOS.... 
6050,@danielhuelmo5807,Eso es una Fiscal con ovarios !!!
6051,@betianaemilia7270,Es todo muy grave...
6052,@EduardoPerez-qi6eq,Ahora tiene diabetes!!???? Problemas al corazon???? mmmm.....
6053,@user-tu5me6cs9q,"Ira 3 meses preso con lo comemocos que son los jueces y las pobres condenas que tiene uru , asi esta el pais"
6054,@javilutotal,Espero que en algún momento esto caiga por su propio peso.  Si hubiese sido el frente amplio mamita. Manijaso 24/7.
6055,@joaquindalessio,"La Justicia es lenta, pero llega..."
6056,@miltonsteciuk4829,La coalisión de gobierno es un gran pozo negro al cual la barométrica hace rato no atiende !!
6057,@user-mk2dh7cw3m,Si este país fuera España ya estaría preso por nada
6058,@OmarFalero,"Es lindo, porque se inmolan SOLOS. Tremendo. Y terrible. En fila india pa' la cárcel."
6059,@rafaelurriza8464,Todos persos deberían estar!
6060,@silvianobel5013,Pero siguen siendo amigos. Con quienes eran sus amigos  ??
6061,@madelcarmencorbo8127,"Todos los años que éste tipo estuvo en el parlamento,me dirán que nadie sabía nada?"
6062,@user-pr6lv5ul1j,Ira al comcar o al penal de libertad? O lo van a mandar a una chacra de lujo?
6063,@oscarmauricio1820,Otro intelectual en el fuego!! Lamentable!!
6064,@josevt6511,"Es  increíble, cómo dos figuras tan relevantes del gobierno, salieron a defender. Primero, porque representan instrucciones de la República, sus vínculos personales quedan de lado. Y ademas , porque era vox populi en muchos ambientes, ya habiam existido problemas con un oficial y el muchaco en cuestión, y se sabian cosas..."
6065,@jfrusciante6804,"A PESAR DEL ENCUBRIMIENTO DE SU COLECTIVIDAD POLÍTICA, LA COMPLICIDAD DEL PRESIDENTE  Y LA OPERACIÓN DE DESVIACION DESDE EL MINISTERIO DEL INTERIOR, SE LLEGÓ AL FONDO DEL ASUNTO, A PESAR DE TODO LO QUE HICIERON PARA TAPARLO...."
6066,@faloperosdecentes3924,Ya está en Canadá?
6067,@PavlvsArobvs636,Ahora va a poder escoger nuevos novios en prisión.
6068,@JonathanNunezUy,Zumos una familia feliz
6069,@gonzalos5713,"Muy bueno que vayan presos, pero.... 180 días?? Quiero creer que es la preventiva hasta tener una sentencia"
6070,@domogeodesico,Penadió...Penadés...Penadá...Penadiez...
6071,@erikfrndz7477,3 meses y pafuera. Este pa la campaña esta. Son tan caretas...
6072,@danielmederostabeira5708,Por lo menos si va en cana ya sabemos quienes son los amigotes que lo van a visitar y en cualquier momento todos lo acompañan ...aunque ahora todos le van a disparar 
6073,@diegomontero6836,No entiendo algo. Solo 180 dias de cárcel? O falta alguna condena?
6074,@esteban6580,no mataron a uno que iba a declarar tambien??
6075,@YuyoLeites-it2vq,Va  a terminar con una simple prision domicilaria nada mas !! Que politico ha ido a la carcel ?? Ninguno !!
6076,@user-ij7eh3mc4y,Martes negro para el gobierno más corrupto de la historia .. Y un día aciago para la democracia y el pueblo...
6077,@mariososa8578,grande zeta
6078,@damianarbelo,"Capaz que estoy mal yo, pero ¿180 dias de prisión no es poco para todo lo que supuestamente hizo?"
6079,@danieldearrascaetanunez9626,"Zin TV, este video es un avant premier en relación a todo lo que sucedió"
6080,@two13times,"¿Treinta años en el Parlamento, y nunca nadie se dio cuenta de ninguna de las atrocidades que cometió? "
6081,@lauraramilo4568,Siempre hay que mirar la mitad del vaso lleno. Ahora Gustavito no va a pagar. Le van a dar pa que tenga y guarde. A no ser que vaya a un lugar VIP. Que tampoco me extrañaría.
6082,@michaelreyes5923,y este señor tambien acabara en un 5 estrellas por prision?
6083,@malabartistacreaciones7176,"Ojalá se cumpla la prisión para éste pervertido, estos señores gozan de ""privilegios"", no es un pela gato cualquiera, no es Juan Pueblo. Si no me equivoco, con los ""señores"" del caso Oceano nunca pasó nada. Por qué? Porque esta toda la cupula de poder del estado involucrada, y nunca les van a tocar un pelo. Pero bue, ""son episodios..."
6084,@gonzaloacostasaravia7388,Ojo con eso
6085,@JonathanNunezUy,¿Me pueden hacer la suma de delitos?
6086,@matiasartidoro6432,Pre  sos....
6087,@fuerzalibre2070,Esa gente son líderes de nuestra soberanía? Nananaan
6088,@claudiohernandez4568,El presidente ya pidió permiso al Parlamento para viajar a Estados Unidos. Costumbre de  borrarse cuando se incendia el rancho.
6089,@Veronica-qr4xt,VICTOR JARA. PRESENTE!!!!!!!!
6090,@ml2082,Presos todos!!!!!!
6091,@Jorge-sd1dq,The banana republic of Uruguay!
6092,@nataliasilvera2994,Siniestro
6093,@rc137rc5,Que desastre otra vez en el podio
6094,@JorgeMartinez-tc9rj,"Completito Gustavo!!! Escuchar el respaldo del presidente y del ministro del interior, lamentable !!!"
6095,@pablotanito6394,Si hay pelito...eso dijo el pistolita loca
6096,@wgem5398,180 días  por todos esos delitos de abusos le sale regalado cuando a cualquier ladrón de porquerías le dan un año mínimo o sea 365 días  . Justicia injusta ?
6097,@eduardorolan7255,Buenazo 
6098,@rodrigomoreno907,"che son un CANALAZO, pero como sugerencia constructiva, a veces la duermen un poco de mas con los arranques del video con Carlitos Techera y el otro boludo sacando el auto."
6099,@maurofernandez5175,Penades pidio estar preso en el inisa
6100,@albaarias8720,"bueno hablo la justicia y yo creo en la justicia de mi Pais estos episodios no deberían suceder no hacen más qué debilitar la democrático,,,,, a otra cosa bobrecito Penades está enfermito quiere pricion domiciliaria qué tipo tan caradura"
6101,@JoseRodriguez19866,#Penadas
6102,@gustavosalvatierra6511,Heber lo seguirá apoyando????
6103,@aleeejo69,180 días ? Es una joda ? 11 delitos 
6104,@EpicExdeath,"""las nubes pasan , el azul queda"" Deberían renunciar todos después de esto, pero que van a renunciar si están atornillados a la silla desde hace generaciones"
6105,@marcelosustant1142,HEBER la difamación llego a su fin
6106,@fervall2878,EXELENTE LA FISCAL
6107,@maxioficialyt5545,""" los mejores 5 años de tu vida"".... Qué horror!!!!....o habrán querido decir: "" Los peores 5 años de tu vida""  ????..."
6108,@gracielagonez4260,"Ripoll ,casas , y victoria defendiendo lo indefendible"
6109,@JorgeRodriguez-ie5xb,Qué sigue? Queda bastante tiempo aún.
6110,@danielarossi943,"Tremendo, por suerte no zafó , a pesar del respaldo , abuso , violencia , corrupción , acomodo , etc no le falta nada a este gobierno , que se vayan ya !! Que daño le hicieron al país el campechano , el transparente Lacalle "
6111,@enmiscarrozass4654,Por que no le dan perpetua? Hay que hacer una marcha!
6112,@Leo-ng2bh,El último que cierre la puerta jajajajjs
6113,@rocamar9632,180 días por semejantes abusos?
6114,@Martinfuertes79,"Chantas , mafiosos , corruptos, violines, q mas ?"
6115,@TheJhonjhonson,Quién dijo ahhhh?
6116,@AlbertoRodriguez-in2hd,Vamos a ver si se recupera y no vuelve a reincidir en su conducta de violador .
6117,@alvaroperez9794,Pocas ganas de laborar Zintv 4 min nomás para el hecho más importante de los últimos años
6118,@hectortozini2913,No salio la sentencia y uds.ya lo encarcelan..tienen una MALA LECHE IMCOMPARABLE...
6119,@4cuerdasjmp958violin,Deded de delictivas.. obvio
6120,@sebastianmato1137,Corrupcion total
6121,@omargarcia7598,¿Que frota Techera entre dedos?
6122,@diegomontero6836,Estaba esperando esto
6123,@marcelonapoli8215,Pre... sos. ¿Cómo? ¿Porqué?
6124,@matiasbenitez6057,el director del concar era Taroco o Antin ?
6125,@nahuelcaniella8579,El terror de los blancos: ZinTV
6126,@EduardoGarcia-fx9rt,Bota por un politico
6127,@reikirelax5670,Inocente Luisito
6128,@paulobassman,Bochanón!! (muero con este término)
6129,@geradocigaran7530,Hasta las pelotas unos cuantos
6130,@reginaldocorbo279,Once cargos y 180 días de prisión. Entre los cargos 4 de abuso sexual y 3 de abuso especialmente agrabado. 180 días? Disculpen que me reitere pero 180 días es incomprensible. Bien que le toque prisión pero no parece que se mida parejo.
6131,@flacogab,Mira el violín la gavilla que tenia !!! Atroilo dogor !!!! Jajajajaja Aguante Zin tv noma  !!!!
6132,@joseluispisano2155,Una persona señor presidente. No le cree a joven hasta de su.paartido. usted es presidente no es abogado defensor. Pq las otras 22 persona. Y que creen enPenades pr favor. Que esta jueza siga investigando lq tapo todo lq tapo fossati
6133,@jbjb618,Mamá que gobierno  Y las focas aplauden
6134,@moro2120,Funesto!!!
6135,@ml2082,Repito...  PRESOS
6136,@TerminalBreaking, vaca yendo gente  al baile 
6137,@gimenaponte4566,Estos q hablarón tambien pre...sos!!!
6138,@adrianruta40,Pre sos
6139,@esthersanterciel,"Hay que ponerle una lapida a este gobierno que diga ""pasaron por el gobierno ,corropieron y ensuciaron la democracia del Uruguay,que jamas regresen"".Despues del dia de ayer Partido nacional QEPD"
6140,@wgmg4168,Buenas noches va a pasar el gordito 
6141,@marcosrosa2567,El violín 
6142,@ml2082,#RenunciaHeber
6143,@washingtonrafaellarrude9573,180 días parece que el tipejo sigue con la sombra de los fueros???
6144,,Se terminó el recreo
6145,@sergiogutierrez4636,"le descargaron el Código Penal y le dieron 6 meses, qué verguenza la justicia uruguaya"
6146,@gervasiolembo4028,"Sus votantes, cómo duermen?"
6147,@AdrianHernandez-tj6jx,PRE...SO!!
6148,@mathiasdeleon3709,"180 días,es joda?"
6149,@cristianfabianpereyramaida1127,Cínicos
6150,@federicolaureiro3001,pa dentro....
6151,@pablogarcia-yi3uw,Mentira el qukito sabía todo igual q Heber !!!
6152,@MARCELO-BCN,que lo pongan a compartir celda con Roque Barla ex edil en Salto por el Frentepitcntamplio hoy cumpliendo pena de prisión por abusar de su propia nieta de tres añitos 
6153,@matiaspelaez8416,Luego te tiran yo no los vote 
6154,@mariososa8578,eto e un granito de arena delo grande que es el abuso a menores
6155,@MISSLALEITO,180 dias?!?!?
6156,@andreavitacca6035,"A este gobierno no lo votan más, con este caso ( más otros), demuestra que este gobierno fue lo peor del siglo XXI"
6157,@paulasasso5934,180 días. Lamentable
6158,@SiuLoong,Dime con quien andas y te dire quien eres
6159,@danielumpierrez3762,"Tiene más delitos que días de cárcel, soy yo y me están dando mazorca los próximos 10 años"
6160,@naza5581,180 dias?
6161,@J.L.Torrente,Mi reconocimiento a Richard Galeano y equipo De HLQP por darle voz y  públicamente que denuncie la  víctima que destapó  la olla
6162,@gonzalomauttones5093,"Lamentable que un Político use el Poder para cometer estos delitos aberrantes, y también Lamentable que el Presidente del país y parte del gobierno salgan apoyar a Penades. Y esta gente está cargo de un país y nos gobierna y decide sobre nosotros"
6163,@ilianaiglesias8931,VERGONZOSO todos los delitos y peor aún el respaldo del Min .del Interior dentro del Parlamento y del mismísimo Presidente.LO APAÑÓ LA MÁXIMA INSTITUCIONALIDAD DE UN PAÍS.
6164,@J.L.Torrente,La ley de  hermandad que existe para mantener el poder es absolutamente repudiable
6165,@gemaborche9580,En un país normal todo el gobierno debería renunciar y muchos de ellos directo al Comcar.
6166,@Marcelo-garcia2011,"Increíble, sólo en este país suceden estas cosas. Es todo muy grave y sin embargo todos seguimos callados...hasta cuándo?  (dijera nuestro amigo)"
6167,@blancaroda1618,La prisión preventiva esta bien ..aun falta el juicio oral que puede durar un largo tiempo!!destaco la actualización de la fiscal que no dejó nada al azar y le ató las manos a los amigos del senador que planeaban una trama de mentiras y amenazas contra las victimas
6168,@jorgegallo6460,"En un pais normal el ministro hace rato que habia volado. Pero nosotros como pais, de normal, cada vez tenemos menos."
6169,@gustavollanes3528,"La justicia, exsiste, el fiscal incorruptible "
6170,@nestorbustamante3461,Felicitaciones a esa valiente fiscal q laburo muchas horas y no cedió a las tremendas presiones del poder Todo era defender al AMIGO q los miraba a los ojos y hacia conferencia prensa en el parlamento.... ambos deben terminar PRESOS PRESOOOOS
6171,@lauraramilo4568,Cero vergüenza; corruptos hasta las manos. Felicitaciones a la gente de Galeano que le dio voz a Papaso.
6172,@ReinosaDario,Es un alivio.  Ya estábamos en el límite de la credibilidad en la justicia.  Quedan jueces y fiscales honestos y valientes.  Creí que se habían extinguido.
6173,@MrsMicro84,Madrugó el señor Z! Me da cierto reconfort y sensación de justicia que el delincuente de Penades vaya preso
